757 ,616 
749 ,612 
742,611
740,606
736,606
733,601
725,595
724,590
720,585
718,582
716,574
716,574
694,574
690,572
686,572
685,570
679,568
675,565
651,565
648,556
639,555
625,555
623,553
618,549
618,549
617,548
611,546
611,546
609,545
607,541
605,539
603,536
602,536
600,535
597,533
589,532
584,528
580,528
578,526
577,524
573,523
573,523
569,523
568,521
567,521
563,519
558,518
555,515
554,514
553,513
550,508
550,502
550,502
550,502
550,502
548,497
548,497
544,495
543,495
540,493
535,491
535,491
535,491
531,491
530,491
530,489
529,489
527,488
527,488
527,488
524,487
523,486
521,485
518,485
517,484
517,484
517,484
515,484
514,483
513,482
513,482
510,480
510,480
510,480
509,480
509,480
509,479
509,479
507,479
506,479
503,478
503,478
500,477
499,476
499,476
498,475
498,475
498,475
496,475
495,475
495,475
494,475
493,473
492,473
490,471
489,471
489,471
488,462
488,462
488,462
488,462
487,462
487,462
487,462
487,457
487,457
487,457
487,457
487,457
486,457
486,457
486,450
485,450
484,450
482,450
481,450
481,450
481,450
480,443
477,441
477,441
479,441
477,441
477,441
476,441
476,441
474,441
475,441
474,441
467,440
467,440
467,440
467,440
462,440
458,440
458,440
458,440
455,440
455,440
455,440
455,440
455,440
454,440
454,440
452,440
451,440
451,440
451,438
451,438
451,438
449,438
449,438
449,438
449,438
449,438
449,438
449,438
449,438
448,438
447,438
447,437
447,435
447,435
447,435
447,435
447,435
446,435
446,435
446,435
446,434
446,434
446,434
446,434
445,434
445,433
445,433
443,431
443,431
443,431
443,431
443,431
443,431
443,430
443,430
443,429
443,429
443,428
443,428
443,427
443,427
442,423
442,421
442,420
441,420
441,419
441,416
441,415
441,414
441,411
441,408
440,398
440,398
440,398
440,398
440,395
440,389
440,387
440,383
440,375
440,372
440,368
440,366
440,361
440,355
440,347
439,339
438,334
438,334
436,332
432,324
429,324
429,322
429,311
429,307
429,290
429,281
429,275
428,264
427,253
426,236
425,217
422,203
420,189
398,178
395,166
395,155
395,124
393,124
393,109
388,109
385,99
382,91
380,67
379,61
376,57
373,57
363,50
355,50
348,50
339,45
329,39
322,39
306,39
298,30
283,30
267,29
252,29
235,29
215,29
195,28
169,28
153,28
135,26
108,26
100,22
77,22
67,20
59,20
53,20
50,20
49,20
48,17
47,17
45,15
45,13
45,12
45,12
44,12
42,12
42,12
41,12
40,9
39,9
34,6
32,5
32,5
31,5
30,5
28,2
26,2
26,2
24,2
23,2
22,2
22,2
20,2
18,2
18,2
18,1
18,1
18,1
18,1
18,1
17,1
16,1
16,1
11,0
11,0
10,0
10,0
10,0
10,0
9,0
8,0
8,0
