17163944 ,0 
16973376 ,0 
16725973 ,0 
16527207 ,6399531 
16334361 ,6298082 
16143219 ,6246605 
15924026 ,6135314 
15689923 ,5985047 
15463239 ,5889896 
15239976 ,5786915 
15020042 ,5714557 
14830883 ,5624444 
14650139 ,5576026 
14434647 ,5470389 
14205041 ,5404018 
13985434 ,5322128 
13783773 ,5226581 
13599496 ,5146319 
13442656 ,5065030 
13303242 ,5023063 
13148135 ,4947446 
12944048 ,4871203 
12830170 ,4835956 
12646575 ,4696664 
12472178 ,4633600 
12304199 ,4526513 
12157737 ,4529700 
11977440 ,4457930 
11780990 ,4410709 
11591694 ,4350789 
11419139 ,4293640 
11258134 ,4244811 
11099318 ,4174884 
10963295 ,4148444 
10795270 ,4095146 
10616251 ,4051256 
10454619 ,3997175 
10308385 ,3961873 
10164349 ,3928845 
10076538 ,3881491 
9966088 ,3851465 
9837401 ,3810791 
9710278 ,3781751 
9582498 ,3743527 
9479589 ,3705130 
9352791 ,3674981 
9269049 ,3630579 
9164592 ,3612478 
9075561 ,3578452 
8976717 ,3554336 
8885786 ,3518140 
8807610 ,3487666 
8730212 ,3460455 
8663572 ,3422878 
8601267 ,3406656 
8518429 ,3375427 
8436503 ,3353056 
8360888 ,3323354 
8298484 ,3295148 
8236850 ,3272603 
8169727 ,3234138 
8120205 ,3220573 
8063334 ,3197539 
7994666 ,3177397 
7929974 ,3155794 
7870623 ,3124593 
7818602 ,3106728 
7777142 ,3075077 
7730725 ,3062983 
7676022 ,3039089 
7619859 ,3021252 
7561385 ,2999895 
7511621 ,2952390 
7466589 ,2935142 
7427453 ,2911699 
7391282 ,2897322 
7342463 ,2873369 
7265472 ,2860650 
7219993 ,2840688 
7178637 ,2813305 
7135817 ,2794608 
7103508 ,2766280 
7066289 ,2750459 
7022042 ,2727335 
6974336 ,2710183 
6928137 ,2670256 
6889482 ,2646959 
6849919 ,2615949 
6798261 ,2590671 
6759863 ,2577446 
6717565 ,2556465 
6668590 ,2540334 
6623637 ,2525573 
6585107 ,2495127 
6545665 ,2474570 
6511799 ,2451406 
6477526 ,2434658 
6436624 ,2417878 
6389235 ,2403511 
6353027 ,2387479 
6319097 ,2359111 
6291963 ,2333551 
6268531 ,2315995 
6237103 ,2302187 
6193992 ,2283454 
6143817 ,2266957 
6100018 ,2231757 
6058945 ,2202663 
6017097 ,2184825 
5981967 ,2153939 
5947311 ,2140614 
5902010 ,2118367 
5855060 ,2101326 
5809898 ,2084465 
5764251 ,2053699 
5724133 ,2020774 
5687713 ,1997761 
5653277 ,1985484 
5609976 ,1965056 
5561286 ,1947035 
5517381 ,1925049 
5469674 ,1898159 
5424646 ,1865580 
5387890 ,1833067 
5347012 ,1818527 
5300376 ,1796326 
5235677 ,1774648 
5183757 ,1753760 
5126858 ,1714960 
5079912 ,1670755 
5031263 ,1656864 
4984863 ,1643118 
4930744 ,1623870 
4872195 ,1598624 
4812824 ,1577851 
4758265 ,1528979 
4700961 ,1513446 
4656256 ,1468689 
4610068 ,1461885 
4553337 ,1438160 
4484576 ,1414155 
4416810 ,1389425 
4344986 ,1355363 
4279307 ,1325804 
4223184 ,1297863 
4168436 ,1279414 
4103287 ,1261624 
4029856 ,1233269 
3961257 ,1210849 
3889282 ,1182018 
3825215 ,1160087 
3763696 ,1131121 
3703105 ,1122720 
3640660 ,1107204 
3568772 ,1090645 
3492184 ,1075882 
3424029 ,1049098 
3356407 ,1031939 
3298169 ,1006326 
3239445 ,995576 
3178541 ,983185 
3118647 ,969111 
3056081 ,953462 
2996215 ,936476 
2935372 ,924148 
2891863 ,906763 
2841877 ,894325 
2796155 ,790404 
2744590 ,781970 
2688961 ,729994 
2637371 ,720631 
2591354 ,705203 
2551234 ,685164 
2510672 ,679308 
2469518 ,670809 
2424097 ,663562 
2383745 ,656161 
2349304 ,647548 
2313132 ,640198 
2282126 ,622133 
2256415 ,617460 
2224671 ,606715 
2193482 ,599115 
2165608 ,592191 
2138956 ,583503 
2115379 ,576334 
2095875 ,561816 
2076819 ,556606 
2051635 ,547386 
2026747 ,540292 
2003846 ,533504 
1982633 ,524855 
1964333 ,518522 
1946853 ,506367 
1929167 ,500849 
1907927 ,491706 
1882383 ,485002 
1861000 ,479258 
1841073 ,463868 
1819587 ,458231 
1794465 ,444758 
1775428 ,416461 
1751612 ,406446 
1727357 ,399991 
1704489 ,391508 
1685956 ,384902 
1666505 ,379157 
1648158 ,366736 
1628212 ,361239 
1607109 ,350135 
1583798 ,298418 
1557933 ,294312 
1534871 ,289392 
1513816 ,283178 
1491829 ,272265 
1473514 ,268376 
1449498 ,250747 
1424243 ,246414 
1397085 ,243430 
1376122 ,230287 
1353397 ,232733 
1333970 ,216169 
1315099 ,212534 
1290151 ,198993 
1263402 ,195036 
1235666 ,189910 
1210577 ,189791 
1186067 ,187180 
1162685 ,180152 
1138228 ,175382 
1110464 ,164015 
1076224 ,153947 
1046737 ,120720 
1018926 ,115936 
994265 ,111424 
971078 ,106988 
944234 ,100372 
912662 ,99079 
878911 ,80203 
845727 ,77366 
816413 ,75204 
790353 ,72329 
761933 ,70337 
736244 ,64840 
708317 ,58545 
675648 ,54703 
644247 ,52096 
614082 ,47763 
585518 ,43482 
559709 ,32988 
532782 ,31270 
503474 ,28790 
469989 ,25410 
435407 ,23559 
403212 ,21763 
371802 ,19581 
341629 ,17448 
313432 ,14652 
280417 ,9707 
248447 ,9001 
218060 ,8474 
192177 ,7024 
165861 ,5644 
143779 ,2665 
124900 ,1072 
105293 ,869 
86613 ,681 
68773 ,361 
56698 ,348 
46086 ,178 
34855 ,178 
26025 ,176 
20030 ,147 
13663 ,121 
9169 ,105 
6512 ,17 
4679 ,17 
3212 ,12 
2978 ,12 
2219 ,12 
1586 ,12 
1147 ,8 
782 ,8 
594 ,7 
519 ,7 
403 ,7 
237 ,7 
184 ,7 
107 ,7 
74 ,7 
55 ,7 
32 ,7 
25 ,7 
17 ,7 
17 ,6 
16 ,6 
16 ,6 
16 ,5 
16 ,5 
16 ,5 
16 ,5 
14 ,3 
14 ,3 
14 ,3 
14 ,3 
14 ,3 
14 ,3 
14 ,3 
14 ,3 
13 ,3 
13 ,3 
12 ,3 
12 ,3 
12 ,0 
12 ,0 
12 ,0 
11 ,0 
